title,link,source,published,summary
TSMC moves up 2nm production plans in Arizona — CEO also hints at further site expansion beyond $165 billion commitment - Tom's Hardware,https://news.google.com/rss/articles/CBMi9AFBVV95cUxPTWhWUm1adHVnT2R0OWRmckpOV0RrTmlMUVdLNVdfaUFkdXNwTktKM2pqRDU0ODlOWmRkd0pmVXZoRzRBWnFmUF9PRWtUY3ltLU1IdFZPNUJLVVJJXzY0WWluNGxGX21TbjZrQmFjcU1GS3RkbWdSazdvdkFlb2pqUktKTk5tWGtGMy12ZVZiMERiZXJIZ2U5dk9xNW14WlRxMXUxNEpsZmtWaHU4d3hYanlJZjhLbVdiNUVYSzdOdnN4YUNwczI1d0wzbFowT0R2RDh5UWhEUXA5NWpNYmhRYkRWZ0Ywd256TjVIcGpaSVM4UGxR?oc=5,Tom's Hardware,"Fri, 17 Oct 2025 12:01:27 GMT","<a href=""https://news.google.com/rss/articles/CBMi9AFBVV95cUxPTWhWUm1adHVnT2R0OWRmckpOV0RrTmlMUVdLNVdfaUFkdXNwTktKM2pqRDU0ODlOWmRkd0pmVXZoRzRBWnFmUF9PRWtUY3ltLU1IdFZPNUJLVVJJXzY0WWluNGxGX21TbjZrQmFjcU1GS3RkbWdSazdvdkFlb2pqUktKTk5tWGtGMy12ZVZiMERiZXJIZ2U5dk9xNW14WlRxMXUxNEpsZmtWaHU4d3hYanlJZjhLbVdiNUVYSzdOdnN4YUNwczI1d0wzbFowT0R2RDh5UWhEUXA5NWpNYmhRYkRWZ0Ywd256TjVIcGpaSVM4UGxR?oc=5"" target=""_blank"">TSMC moves up 2nm production plans in Arizona — CEO also hints at further site expansion beyond $165 billion commitment</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Tom's Hardware</font>"
How China is challenging Nvidia's AI chip dominance - BBC,https://news.google.com/rss/articles/CBMiWkFVX3lxTE8tY1ZDSWtfN0t1TkpZQkJueGR4bjJ5S2t1WWMyYU5VZ0NrYzNzRWw5WGNYT2JOM282ZHJmRXdKS3FiNExxV3N4OVRIdk5YX3p1cDF2TXNqV2I3UdIBX0FVX3lxTFB6VXpSWUF0YTYzRk5EOVZISGFNVVlMZlVNNUg4eUpUMEFtajZzQ0d2dTdwUUJpY0M3OHpwbU9tUFBTMWEzSlJVMFF4OTlHZG9jeUR3NUtsbnRoN3Jxb2FF?oc=5,BBC,"Sun, 05 Oct 2025 07:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiWkFVX3lxTE8tY1ZDSWtfN0t1TkpZQkJueGR4bjJ5S2t1WWMyYU5VZ0NrYzNzRWw5WGNYT2JOM282ZHJmRXdKS3FiNExxV3N4OVRIdk5YX3p1cDF2TXNqV2I3UdIBX0FVX3lxTFB6VXpSWUF0YTYzRk5EOVZISGFNVVlMZlVNNUg4eUpUMEFtajZzQ0d2dTdwUUJpY0M3OHpwbU9tUFBTMWEzSlJVMFF4OTlHZG9jeUR3NUtsbnRoN3Jxb2FF?oc=5"" target=""_blank"">How China is challenging Nvidia's AI chip dominance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">BBC</font>"
TSMC: Demand For Most Powerful Chips Is Booming (TSM) - Seeking Alpha,https://news.google.com/rss/articles/CBMihwFBVV95cUxNcG1jZjVDUlF3X3ZMVk9BajVEc3hEVmlqUDBZMVpteGxjYlhBaGlRTXdmcm9HQlA3Wnp5MnY1Z0pFcGU3d29nR0t5X1pnRGZYUWdJNkJnTzM2dktXOG9KSEdDNTNlT2tMS0NFQnotdWdtR1JvSGVUYkNYazZKbEhHT1g5MFo3RDg?oc=5,Seeking Alpha,"Fri, 17 Oct 2025 08:44:00 GMT","<a href=""https://news.google.com/rss/articles/CBMihwFBVV95cUxNcG1jZjVDUlF3X3ZMVk9BajVEc3hEVmlqUDBZMVpteGxjYlhBaGlRTXdmcm9HQlA3Wnp5MnY1Z0pFcGU3d29nR0t5X1pnRGZYUWdJNkJnTzM2dktXOG9KSEdDNTNlT2tMS0NFQnotdWdtR1JvSGVUYkNYazZKbEhHT1g5MFo3RDg?oc=5"" target=""_blank"">TSMC: Demand For Most Powerful Chips Is Booming (TSM)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Seeking Alpha</font>"
INTC: Intel Stock Rises After Unveiling New AI Chip To Challenge AMD - Yahoo Finance,https://news.google.com/rss/articles/CBMihAFBVV95cUxOSFZvLVNsTHg3bWp6SUxaVWJNQ2lFQXV0Q2xfV3pkYUIzUy1jTWxCR3NvcGZGOUtBaV9qbEtfdl9WWk9YWWt6R3VKbVJhcmJwNTJOUm0xM1FRSGpWbi1GdGY4ZzFueVB2b3dPbFZ6MUpuQWZHa2xRU0ViM3U1X1ozbzFwVUo?oc=5,Yahoo Finance,"Wed, 15 Oct 2025 17:55:27 GMT","<a href=""https://news.google.com/rss/articles/CBMihAFBVV95cUxOSFZvLVNsTHg3bWp6SUxaVWJNQ2lFQXV0Q2xfV3pkYUIzUy1jTWxCR3NvcGZGOUtBaV9qbEtfdl9WWk9YWWt6R3VKbVJhcmJwNTJOUm0xM1FRSGpWbi1GdGY4ZzFueVB2b3dPbFZ6MUpuQWZHa2xRU0ViM3U1X1ozbzFwVUo?oc=5"" target=""_blank"">INTC: Intel Stock Rises After Unveiling New AI Chip To Challenge AMD</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Yahoo Finance</font>"
China’s secret weapon in chip battle with US: intense city rivalry - South China Morning Post,https://news.google.com/rss/articles/CBMitgFBVV95cUxPWURudy1TMFRDc3JnMXh5UHQtUXpxWWdVeTFaLWlSZmRTOUVnaHhKUlFmY1VaTXowN0o2bFhoYXRaaGJfc0dlU2N5N2RfNjRaUUlVdGZ4SEFGVGpPXzA4dnVpU2hReldBX19RQUNYSWd1T1RVOWpHblZQVUZJcUJZeV9DYWowcXk4UFRmM2ZHdTNwNE5XUnVKUWpqYWZnYWRoXzdqQTFuTnNfQmJjVGt3dEx6R1lsZ9IBtgFBVV95cUxOVDdPTnAwMmpUTEsyN2NoalZPMUoxbW5rQklYWE0tUlBMODExeDlHWkRUUnpXNDZtNGxyY0gxeVhnbXp4SERMWmNocWo1VEUyRGRLdVNaWFN5dGtZMGtILV9kZHlhdFBDWnZMVl9aaS1zTUFxdmhUX3BVR0tMaVRSRHJUbGlJOGl0Wm8yY3lMWFRCRWJkak5FT0R5aGxPOWFCOWNJcVhIM3ZoSVFmTkwyV0NGN1V1UQ?oc=5,South China Morning Post,"Fri, 17 Oct 2025 08:59:29 GMT","<a href=""https://news.google.com/rss/articles/CBMitgFBVV95cUxPWURudy1TMFRDc3JnMXh5UHQtUXpxWWdVeTFaLWlSZmRTOUVnaHhKUlFmY1VaTXowN0o2bFhoYXRaaGJfc0dlU2N5N2RfNjRaUUlVdGZ4SEFGVGpPXzA4dnVpU2hReldBX19RQUNYSWd1T1RVOWpHblZQVUZJcUJZeV9DYWowcXk4UFRmM2ZHdTNwNE5XUnVKUWpqYWZnYWRoXzdqQTFuTnNfQmJjVGt3dEx6R1lsZ9IBtgFBVV95cUxOVDdPTnAwMmpUTEsyN2NoalZPMUoxbW5rQklYWE0tUlBMODExeDlHWkRUUnpXNDZtNGxyY0gxeVhnbXp4SERMWmNocWo1VEUyRGRLdVNaWFN5dGtZMGtILV9kZHlhdFBDWnZMVl9aaS1zTUFxdmhUX3BVR0tMaVRSRHJUbGlJOGl0Wm8yY3lMWFRCRWJkak5FT0R5aGxPOWFCOWNJcVhIM3ZoSVFmTkwyV0NGN1V1UQ?oc=5"" target=""_blank"">China’s secret weapon in chip battle with US: intense city rivalry</a>&nbsp;&nbsp;<font color=""#6f6f6f"">South China Morning Post</font>"
Apple announces new M5 chip with double the per-core performance of the M1 and it's got me wondering why AMD and Intel can't keep up with Apple's single-core performance gains - PC Gamer,https://news.google.com/rss/articles/CBMivgJBVV95cUxPN3dlUkZqT2Jma25sd3ZVSmVkZmZfYjRnbUx0YlBYQjlGcmNuYnJrQ1B2T2kxRTU5RzMzZ2s2aXFHSUtpdDZaSTl2M2w4bkVraW5NUkdLRkdubFFMNDcyb2tRdFB2cktJX01UYkNDbUNCYkhuZndlZGpfUG9RTzc5V2QwZ0xXUnBxTXl0cDZmOWNEX3ZjSjJGQ1kzZExvUVNrTG1BV213NW9vQV96ZVI4T1VYU0pNTGhJTkcyUnNIajRzMjVvanVQTkJtZnZaWEduVmJpaFRGWURtcjFpVnJGYnZndHduMF80NUV1ZDJ0U1VELTJ6dmc3NjdWS2FzVURCc0dlSmFaTUtnVk82NGxvQV8waG9XdklqMmNGcV9KLThtOXl4dWJvT1haOXZyMzlpcGRQUXJZZTAzR3ZJQ1E?oc=5,PC Gamer,"Thu, 16 Oct 2025 13:27:34 GMT","<a href=""https://news.google.com/rss/articles/CBMivgJBVV95cUxPN3dlUkZqT2Jma25sd3ZVSmVkZmZfYjRnbUx0YlBYQjlGcmNuYnJrQ1B2T2kxRTU5RzMzZ2s2aXFHSUtpdDZaSTl2M2w4bkVraW5NUkdLRkdubFFMNDcyb2tRdFB2cktJX01UYkNDbUNCYkhuZndlZGpfUG9RTzc5V2QwZ0xXUnBxTXl0cDZmOWNEX3ZjSjJGQ1kzZExvUVNrTG1BV213NW9vQV96ZVI4T1VYU0pNTGhJTkcyUnNIajRzMjVvanVQTkJtZnZaWEduVmJpaFRGWURtcjFpVnJGYnZndHduMF80NUV1ZDJ0U1VELTJ6dmc3NjdWS2FzVURCc0dlSmFaTUtnVk82NGxvQV8waG9XdklqMmNGcV9KLThtOXl4dWJvT1haOXZyMzlpcGRQUXJZZTAzR3ZJQ1E?oc=5"" target=""_blank"">Apple announces new M5 chip with double the per-core performance of the M1 and it's got me wondering why AMD and Intel can't keep up with Apple's single-core performance gains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PC Gamer</font>"
Lanarkshire man claimed house fire was caused by chip pan despite 'unbelievable' petrol smell - Glasgow Live,https://news.google.com/rss/articles/CBMilgFBVV95cUxQNTVFNVBjbDZVMnBQc0VNQjBUOENoVnZsRi1Gd0c2QlY3U1gyOEFrWEZMaVFaSmc2QXNiVzREcmhyVTZXUTlTbkplUi1PNkE2SWZ2MWxpSzZOOWh4MmdERV9GN0VlNXozS3J5bGZaUHUwcmlyT0Exc1JWUzB2bGFTZC1zNTJVZzFpRWFobnFhd1JjdUtDN2fSAZsBQVVfeXFMTWZfMUlyeF9iWkVycVd5Zkt2UVJSakN5RkVrS0ZvU2FyWGVQR3J3VW1wdWoyRUJ0b3pLN21PVXlyajFUYndPZGhGTjVsTTcxSXE2QmVRT05CenlsMnZaa3k0QlZlZF9kX3U3aDF2OTNIMzBlbXUwRXR2LWx3b25rVURBbFZpdDZ3R0JGZXBQVkgwQ1gwQVZXcFEzVDg?oc=5,Glasgow Live,"Fri, 17 Oct 2025 05:27:00 GMT","<a href=""https://news.google.com/rss/articles/CBMilgFBVV95cUxQNTVFNVBjbDZVMnBQc0VNQjBUOENoVnZsRi1Gd0c2QlY3U1gyOEFrWEZMaVFaSmc2QXNiVzREcmhyVTZXUTlTbkplUi1PNkE2SWZ2MWxpSzZOOWh4MmdERV9GN0VlNXozS3J5bGZaUHUwcmlyT0Exc1JWUzB2bGFTZC1zNTJVZzFpRWFobnFhd1JjdUtDN2fSAZsBQVVfeXFMTWZfMUlyeF9iWkVycVd5Zkt2UVJSakN5RkVrS0ZvU2FyWGVQR3J3VW1wdWoyRUJ0b3pLN21PVXlyajFUYndPZGhGTjVsTTcxSXE2QmVRT05CenlsMnZaa3k0QlZlZF9kX3U3aDF2OTNIMzBlbXUwRXR2LWx3b25rVURBbFZpdDZ3R0JGZXBQVkgwQ1gwQVZXcFEzVDg?oc=5"" target=""_blank"">Lanarkshire man claimed house fire was caused by chip pan despite 'unbelievable' petrol smell</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Glasgow Live</font>"
Fish and chip shop got ZERO hygiene rating after maggots found in 'putrid liquid' - The Mirror,https://news.google.com/rss/articles/CBMif0FVX3lxTFBLSXdoc2RaQzBNOTVvQ3pXR1Q1aGt3LUxrTEhMZjY4UXN3NkdrM2Z1RnA1Zmg4bUtYcmRjcjdJOVJWTFZKeFVIa0JjNjFJaG5BMXdtY09pLV9QT1RjcnFLUjFRaDRSaktsUkVlbmluTzZEVHVVbTlzd1dJSTM4a0HSAYQBQVVfeXFMTzFvYmxCbzk4aTcyNkU4SmNsWTV1X0FDNjcxcnNLLXRlaVZFcnQ3My1MdWl5Q3NUTW9LdTg5WlRmc0llVEkzb052UnM2cU5jRGhYTjJQUHI5d0d2N3EzazNNdzJFamxpd0dfYUJQazN6VE4zQzYtc29FSUo2Mm1Wc3UxUDlK?oc=5,The Mirror,"Thu, 16 Oct 2025 22:14:00 GMT","<a href=""https://news.google.com/rss/articles/CBMif0FVX3lxTFBLSXdoc2RaQzBNOTVvQ3pXR1Q1aGt3LUxrTEhMZjY4UXN3NkdrM2Z1RnA1Zmg4bUtYcmRjcjdJOVJWTFZKeFVIa0JjNjFJaG5BMXdtY09pLV9QT1RjcnFLUjFRaDRSaktsUkVlbmluTzZEVHVVbTlzd1dJSTM4a0HSAYQBQVVfeXFMTzFvYmxCbzk4aTcyNkU4SmNsWTV1X0FDNjcxcnNLLXRlaVZFcnQ3My1MdWl5Q3NUTW9LdTg5WlRmc0llVEkzb052UnM2cU5jRGhYTjJQUHI5d0d2N3EzazNNdzJFamxpd0dfYUJQazN6VE4zQzYtc29FSUo2Mm1Wc3UxUDlK?oc=5"" target=""_blank"">Fish and chip shop got ZERO hygiene rating after maggots found in 'putrid liquid'</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Mirror</font>"
Cineflix Rights closes multiple deals for Pernel Media’s blue-chip history titles - Prensario Internacional,https://news.google.com/rss/articles/CBMivwFBVV95cUxQSTlDWWNFY0hlWTQ4ZHhaQ21vTUdEYlEwTlpucGFCaHQxV1lWZ3M2UkhkSTNxZDVhTGxBbTFOMEE5WmZuYW12Wk9mcVBPUWZULVdwcmxpSzdMMmJWUWRUc2pEb0RsVl9Kc2tVNjFiTDNCdkhwVzQxTGh1LXhkc19saHlOZ2JIS01rdTZDYlVvUzdZUjQ1NzJ1WmNaVDVzaEd3V29UY28wbDFXZm1TYWdmX2I4Z09UY01tNDVlbk9jWQ?oc=5,Prensario Internacional,"Fri, 17 Oct 2025 15:47:23 GMT","<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxQSTlDWWNFY0hlWTQ4ZHhaQ21vTUdEYlEwTlpucGFCaHQxV1lWZ3M2UkhkSTNxZDVhTGxBbTFOMEE5WmZuYW12Wk9mcVBPUWZULVdwcmxpSzdMMmJWUWRUc2pEb0RsVl9Kc2tVNjFiTDNCdkhwVzQxTGh1LXhkc19saHlOZ2JIS01rdTZDYlVvUzdZUjQ1NzJ1WmNaVDVzaEd3V29UY28wbDFXZm1TYWdmX2I4Z09UY01tNDVlbk9jWQ?oc=5"" target=""_blank"">Cineflix Rights closes multiple deals for Pernel Media’s blue-chip history titles</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Prensario Internacional</font>"
Intel Arc B580 drops below £200 in UK for the first time - VideoCardz.com,https://news.google.com/rss/articles/CBMiiwFBVV95cUxOSnljUmtYb2I5ODNQX1hhMmtxTnpjNHlUNFBsMFhLTkJ6S0ZvZnRuRHJ4Y3JJdlkwMG51S2VfeXVYQ3V5YjlHZ3hnV2VtcnowMUVTYXA4VWxENzdnVFRpYUo0TG55NUFCQzI4UkdfOVpET1FsYUsyM2RIRmJrTThiWnNlX0xpaWNDODdR?oc=5,VideoCardz.com,"Fri, 17 Oct 2025 08:20:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiiwFBVV95cUxOSnljUmtYb2I5ODNQX1hhMmtxTnpjNHlUNFBsMFhLTkJ6S0ZvZnRuRHJ4Y3JJdlkwMG51S2VfeXVYQ3V5YjlHZ3hnV2VtcnowMUVTYXA4VWxENzdnVFRpYUo0TG55NUFCQzI4UkdfOVpET1FsYUsyM2RIRmJrTThiWnNlX0xpaWNDODdR?oc=5"" target=""_blank"">Intel Arc B580 drops below £200 in UK for the first time</a>&nbsp;&nbsp;<font color=""#6f6f6f"">VideoCardz.com</font>"
Apple’s M5 Chip Might Mark the End of the Pro and Max Era - The Mac Observer,https://news.google.com/rss/articles/CBMilAFBVV95cUxOV1IydjZqS2h0U2pnRXNkUG8wcWltZTdzR1lYQTZvTlBsWmVreFlUcnk4ZXUwMDF2NXYwZV9NU2dSSEI3a0Jqck1uWkVSTFcyR2VwUHQyVHBzanZHaVBmUjBLc1pCSTRzRzdnc2NYc2w3RS12U1AtVGVEWUFrdy1palNmX0dFTzlGdjhLa1gzQnpDcU1F?oc=5,The Mac Observer,"Fri, 17 Oct 2025 09:47:15 GMT","<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxOV1IydjZqS2h0U2pnRXNkUG8wcWltZTdzR1lYQTZvTlBsWmVreFlUcnk4ZXUwMDF2NXYwZV9NU2dSSEI3a0Jqck1uWkVSTFcyR2VwUHQyVHBzanZHaVBmUjBLc1pCSTRzRzdnc2NYc2w3RS12U1AtVGVEWUFrdy1palNmX0dFTzlGdjhLa1gzQnpDcU1F?oc=5"" target=""_blank"">Apple’s M5 Chip Might Mark the End of the Pro and Max Era</a>&nbsp;&nbsp;<font color=""#6f6f6f"">The Mac Observer</font>"
"Nvidia, AMD, Intel: If the AI bubble is bursting, then someone forgot to tell Taiwan - Proactive Investors",https://news.google.com/rss/articles/CBMi6AFBVV95cUxNMTRSZTRSYmd4M2I4UHdHSkFqUFdBYmJxblhpYzF3SWZudnRNanFCRHMxeTRQVkxhNlRsVXV1Q18zZXRVdmhpNDI0LXYwWDJVeDFxaVYyaGxmeDJReHhPSFpzTndkMHU2ZHQ2aUhfa1E0SVdpUGE4RG1IOU84ZEJrUFM1ejdQRlowdHV3cnNqYV9MNmV3RkxKbkdNYUpaSndhQXEyMnZVc2dFNkZ3bzZHVmdRbnRTNUl4dmNmcjBpMFlUQ0s2Qm9qUzRaMkZZZFF5d3lSV0gyM2hRaGFxbzZiVXRjS2V1Vnl0?oc=5,Proactive Investors,"Thu, 16 Oct 2025 12:36:00 GMT","<a href=""https://news.google.com/rss/articles/CBMi6AFBVV95cUxNMTRSZTRSYmd4M2I4UHdHSkFqUFdBYmJxblhpYzF3SWZudnRNanFCRHMxeTRQVkxhNlRsVXV1Q18zZXRVdmhpNDI0LXYwWDJVeDFxaVYyaGxmeDJReHhPSFpzTndkMHU2ZHQ2aUhfa1E0SVdpUGE4RG1IOU84ZEJrUFM1ejdQRlowdHV3cnNqYV9MNmV3RkxKbkdNYUpaSndhQXEyMnZVc2dFNkZ3bzZHVmdRbnRTNUl4dmNmcjBpMFlUQ0s2Qm9qUzRaMkZZZFF5d3lSV0gyM2hRaGFxbzZiVXRjS2V1Vnl0?oc=5"" target=""_blank"">Nvidia, AMD, Intel: If the AI bubble is bursting, then someone forgot to tell Taiwan</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Proactive Investors</font>"
TSMC Earnings: Insatiable AI Demand Comes From Multiple Customers - Morningstar Canada,https://news.google.com/rss/articles/CBMipgFBVV95cUxPZzF4bU5Nd2UtVEJVcFdLaDlqc0JRdmFLaVpPUUlhR2l3UlN4eTBrRnc0ZU5MNFkxU1JWOHlpV195NW9JYThjNWJWY28zMEYyQU43cFVobVVCMHNSVFVVM3dLNTlMTnA1TjY3a25NcTliVld3RW9JcmdtVmIwZ1YtSkNnN3ZZZUQ4MGhfSG5FRmEta1BONGJXUVNtOFMzTWw0cGF6Y25n?oc=5,Morningstar Canada,"Fri, 17 Oct 2025 08:43:56 GMT","<a href=""https://news.google.com/rss/articles/CBMipgFBVV95cUxPZzF4bU5Nd2UtVEJVcFdLaDlqc0JRdmFLaVpPUUlhR2l3UlN4eTBrRnc0ZU5MNFkxU1JWOHlpV195NW9JYThjNWJWY28zMEYyQU43cFVobVVCMHNSVFVVM3dLNTlMTnA1TjY3a25NcTliVld3RW9JcmdtVmIwZ1YtSkNnN3ZZZUQ4MGhfSG5FRmEta1BONGJXUVNtOFMzTWw0cGF6Y25n?oc=5"" target=""_blank"">TSMC Earnings: Insatiable AI Demand Comes From Multiple Customers</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Morningstar Canada</font>"
New Linux Kernel Patches From Intel Delivering +18% Database Performance - Phoronix,https://news.google.com/rss/articles/CBMiY0FVX3lxTFBrbWg5bW5YS2pjSWZzblIyaHRfT2NhbVJ5eWZFUV9HaEJ2OVZiM3MzNjFHZmRlQ1FUUnRHZ0ZDZ1JFc2VtR1huZ2FjQk40Um44T2F6NFdSd05kdC1DdkpjZk1EZw?oc=5,Phoronix,"Fri, 17 Oct 2025 10:45:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiY0FVX3lxTFBrbWg5bW5YS2pjSWZzblIyaHRfT2NhbVJ5eWZFUV9HaEJ2OVZiM3MzNjFHZmRlQ1FUUnRHZ0ZDZ1JFc2VtR1huZ2FjQk40Um44T2F6NFdSd05kdC1DdkpjZk1EZw?oc=5"" target=""_blank"">New Linux Kernel Patches From Intel Delivering +18% Database Performance</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Phoronix</font>"
TSMC Earnings Beat Estimates. What That Says About an AI Bubble. - Barron's,https://news.google.com/rss/articles/CBMipAFBVV95cUxPWmo0dXlyRTBKNnVEUXVUZnZzRTEzOUJVTjdXSmxtYjJUdF82eUFsZGFUb1BqeFJtQVQ4TDlCNF81cE50bGNCQnhNZ2xFM2hXQk1XcURiWUtoMmZwUjQtS0FVTjUwRHdrT0EtUEhVMUhSbVRhVTRENzg2aVR6eDZidlBSNTA5RlJDTl9yTU9WVWVtbWRndkU2MHpmeUJ3cGVld3BCMA?oc=5,Barron's,"Thu, 16 Oct 2025 14:53:00 GMT","<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxPWmo0dXlyRTBKNnVEUXVUZnZzRTEzOUJVTjdXSmxtYjJUdF82eUFsZGFUb1BqeFJtQVQ4TDlCNF81cE50bGNCQnhNZ2xFM2hXQk1XcURiWUtoMmZwUjQtS0FVTjUwRHdrT0EtUEhVMUhSbVRhVTRENzg2aVR6eDZidlBSNTA5RlJDTl9yTU9WVWVtbWRndkU2MHpmeUJ3cGVld3BCMA?oc=5"" target=""_blank"">TSMC Earnings Beat Estimates. What That Says About an AI Bubble.</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Barron's</font>"
Apple M5 iPad Pro vs. M4 iPad Pro: Does the New Chip Make a Big Difference? - PCMag,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQTlR5MkQxSi13NnUxUVFPM3pxSkNnQXAzcURRUDRlRGtwWFVKZE9GYVEwSzlsUFF1RDZjTVduZVY2TUJtaVcxSG1pS3FxQWg0bU9MNzFmRHVVb2lJMkJOWkxxb3F2VERmU1BIR0Rsel91R0liNFo3Tm5PemhzTnhxQ0Q1RG96THV0amhuSE0tdDFkQ2dLZmJCbVhmbVlIbXl5MUYtNHVSTVZ4Zw?oc=5,PCMag,"Wed, 15 Oct 2025 19:16:17 GMT","<a href=""https://news.google.com/rss/articles/CBMiqgFBVV95cUxQTlR5MkQxSi13NnUxUVFPM3pxSkNnQXAzcURRUDRlRGtwWFVKZE9GYVEwSzlsUFF1RDZjTVduZVY2TUJtaVcxSG1pS3FxQWg0bU9MNzFmRHVVb2lJMkJOWkxxb3F2VERmU1BIR0Rsel91R0liNFo3Tm5PemhzTnhxQ0Q1RG96THV0amhuSE0tdDFkQ2dLZmJCbVhmbVlIbXl5MUYtNHVSTVZ4Zw?oc=5"" target=""_blank"">Apple M5 iPad Pro vs. M4 iPad Pro: Does the New Chip Make a Big Difference?</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PCMag</font>"
Google Maps may soon show your travel time home upfront - Android Central,https://news.google.com/rss/articles/CBMinwFBVV95cUxPNzhiWWJUWng0ZlNURmp5cFZPUllOYUQyeWF2VDhhUk44VDRHSkpaeEVfczEzUy13MGFlNk9vNTd2QTNKdmZvUmFMam9lX3JrUWVxYW9CR2p1WVJyMXJEVzUwWjFQdlNyQUVHeHlZSlp5SUxoeTZVcnFVYTFqbmxMOFFpeU5TS3MxNzN3RVhfRzRvUWFnXzE1cElBcjRISEU?oc=5,Android Central,"Fri, 17 Oct 2025 11:25:14 GMT","<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxPNzhiWWJUWng0ZlNURmp5cFZPUllOYUQyeWF2VDhhUk44VDRHSkpaeEVfczEzUy13MGFlNk9vNTd2QTNKdmZvUmFMam9lX3JrUWVxYW9CR2p1WVJyMXJEVzUwWjFQdlNyQUVHeHlZSlp5SUxoeTZVcnFVYTFqbmxMOFFpeU5TS3MxNzN3RVhfRzRvUWFnXzE1cElBcjRISEU?oc=5"" target=""_blank"">Google Maps may soon show your travel time home upfront</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Android Central</font>"
"What AMD, Oracle, Nvidia, and Intel Shareholders Should Know About the Recent Flood of AI Updates - Nasdaq",https://news.google.com/rss/articles/CBMiuwFBVV95cUxOQTBNb1h2eFhud3BuaFFDdC1WUVMyWlBUaHFkdzJpZmpzaHlSOTZQcEV3RkJGNG4zXzZlZlRFSkpsZkdOS2NNVERMRFd2WFJEdE5YQTZUcFlYT3FOTTBsbWhxODRTeFNZWjJTT21qTVpuVGk3RExJYS1uUmxabW1LNl82MnBwUDFRbk1wR3pVZ195TjJIWFI0RGl0VDU0aldPRWtMcnRmTE1sd0RmUkNycmpmVzllOEFsOWZN?oc=5,Nasdaq,"Fri, 17 Oct 2025 10:00:00 GMT","<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxOQTBNb1h2eFhud3BuaFFDdC1WUVMyWlBUaHFkdzJpZmpzaHlSOTZQcEV3RkJGNG4zXzZlZlRFSkpsZkdOS2NNVERMRFd2WFJEdE5YQTZUcFlYT3FOTTBsbWhxODRTeFNZWjJTT21qTVpuVGk3RExJYS1uUmxabW1LNl82MnBwUDFRbk1wR3pVZ195TjJIWFI0RGl0VDU0aldPRWtMcnRmTE1sd0RmUkNycmpmVzllOEFsOWZN?oc=5"" target=""_blank"">What AMD, Oracle, Nvidia, and Intel Shareholders Should Know About the Recent Flood of AI Updates</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Nasdaq</font>"
Intel stock ticks up on reports of major AI client for 18A process - Investing.com,https://news.google.com/rss/articles/CBMixwFBVV95cUxOSWpJWnN4am5RU09nSGl0UzlMNDVLS2NwZFdyMWpKa3REWGRQTlRmeXpsNWpicGtZbVNLRVJBN0FEU2RJMVAxczNHOVlPTERSd1d4ZFZTM2d3bkktZ3ZacDJBY0NfUXItZFhrRF9oZEdNSXZXWkZmRnZwUTJVdFoxOE9qTmFLajNCbnJEWjYyazhXMGtNaHBkTVdYN0gzUHlqU0VObGxnc3AxNzhQREtlQkVrRmUzSFctLWJqMnI1cG9QTzI4ckhj?oc=5,Investing.com,"Fri, 17 Oct 2025 15:25:06 GMT","<a href=""https://news.google.com/rss/articles/CBMixwFBVV95cUxOSWpJWnN4am5RU09nSGl0UzlMNDVLS2NwZFdyMWpKa3REWGRQTlRmeXpsNWpicGtZbVNLRVJBN0FEU2RJMVAxczNHOVlPTERSd1d4ZFZTM2d3bkktZ3ZacDJBY0NfUXItZFhrRF9oZEdNSXZXWkZmRnZwUTJVdFoxOE9qTmFLajNCbnJEWjYyazhXMGtNaHBkTVdYN0gzUHlqU0VObGxnc3AxNzhQREtlQkVrRmUzSFctLWJqMnI1cG9QTzI4ckhj?oc=5"" target=""_blank"">Intel stock ticks up on reports of major AI client for 18A process</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Investing.com</font>"
